50,1.000000
75,2.000000
100,4.000000
125,8.000000
150,14.000000
175,24.000000
200,33.000000
225,49.000000
250,65.000000
275,87.000000
300,112.000000
325,141.000000
350,163.000000
375,199.000000
400,242.000000
425,289.000000
450,344.000000
475,404.000000
500,470.000000
525,545.000000
550,624.000000
575,731.000000
600,812.000000
625,933.000000
650,1032.000000
675,1154.000000
700,1302.000000
